dataset,decision_point,view,mutation_type,acc,nodes,jaccard,D,n_seeds,seeds_used,n_trials_total,tol,max_depth,nodes_min,baseline_acc_col,baseline_nodes_col,baseline_jaccard_col
road_traffic,p_10,overall,,0.624739525604079,0.5161290322580645,0.0,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.9032258064516129,0.3,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.9032258064516129,0.3333,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.9032258064516129,0.375,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.9032258064516129,0.4286,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.9032258064516129,0.4444,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.9032258064516129,0.5,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.9032258064516129,0.5556,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.9032258064516129,0.5714,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.9032258064516129,0.6,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.9032258064516129,0.625,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.9032258064516129,0.6667,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.9032258064516129,0.7143,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.9032258064516129,0.75,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.9032258064516129,0.7778,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.0,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.0909,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.1667,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.2,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.25,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.2727,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.3,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.3333,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.375,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.4286,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.4444,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.5,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.5556,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.5714,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.6,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.625,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.6667,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.7143,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.75,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6254489026823321,0.967741935483871,0.7778,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.0,0.08333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.0909,0.08333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.1667,0.08333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.2,0.08333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.25,0.08333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.2727,0.08333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.3,0.08333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.3333,0.06666666666666667,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.375,0.06666666666666667,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.4286,0.06666666666666667,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.4444,0.06666666666666667,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.5,0.06666666666666667,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.5556,0.06666666666666667,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.5714,0.05,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.6,0.05,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.625,0.03333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.6667,0.03333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.7143,0.03333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.75,0.016666666666666666,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5161290322580645,0.7778,0.016666666666666666,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.0,0.08333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.0909,0.08333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.1667,0.08333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.2,0.08333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.25,0.08333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.2727,0.08333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.3,0.08333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.3333,0.05,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.375,0.05,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.4286,0.05,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.4444,0.05,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.5,0.05,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.5556,0.05,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.5714,0.03333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.6,0.03333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.625,0.016666666666666666,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.6667,0.016666666666666666,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.7143,0.016666666666666666,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.75,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.5806451612903225,0.7778,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.0,0.06666666666666667,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.0909,0.06666666666666667,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.1667,0.06666666666666667,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.2,0.06666666666666667,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.25,0.05,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.2727,0.05,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.3,0.05,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.3333,0.03333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.375,0.03333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.4286,0.03333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.4444,0.03333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.5,0.03333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.5556,0.03333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.5714,0.03333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.6,0.03333333333333333,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.625,0.016666666666666666,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.6667,0.016666666666666666,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.7143,0.016666666666666666,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.75,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
road_traffic,p_10,overall,,0.6255819108845045,0.6451612903225806,0.7778,0.0,30,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29,60,1e-09,4,1,acc_cart_test,cart_total_nodes,sim_old_cart_jaccard
